0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,condition,sampleID,targetID,status,unknown
5070,3795,4507,5595,5787,4820,3313,4362,5500,7157,5562,6850,5412,5928,6175,5869,6676,6736,7454,5523,7080,6632,6279,6886,7317,8652,7220,8045,7518,8811,7546,7558,9151,7048,8938,7643,8430,8796,7262,9525,9526,8894,8732,10022,9294,8772,9496,9669,9867,9042,10628,11268,11605,11964,10735,10494,12274,11582,11762,12463,13149,12713,13158,12490,14787,14666,15620,16880,15695,16604,18029,20830,19295,21459,22076,24159,24584,26227,29564,29852,32284,35134,36668,40357,43383,46584,51884,57331,62290,68662,75189,82910,88920,97617,108128,118273,132067,144163,160020,178027,194257,217445,236897,261912,288266,318322,348916,383477,420282,461429,501729,548992,594561,644210,694292,749266,803832,861244,915466,969457,1019433,1071603,1119800,1162974,1201383,1235728,1264362,1287706,1303840,1324358,1334056,1347281,1356775,1367158,1371176,1376176,1382513,1388672,1392541,1394522,1399660,1404106,1406147,1408118,1412138,1416063,1417261,1414131,1420909,1421834,1421325,1423063,1426497,1430329,1431401,1432126,1433710,1434391,1434524,1437359,1438525,1436275,1437900,1439514,1442618,1442329,1442218,1444254,1443987,1448020,1448953,1447040,1450709,1448701,1448595,1450319,1454164,1450801,1452266,1450739,ConditionB,known28,m30,absent,N
-4459,-3547,-5541,-4980,-5668,-5763,-5244,-5077,-5128,-5771,-5943,-4973,-4761,-5518,-5621,-5387,-6051,-5464,-5501,-6124,-5970,-5608,-6495,-5164,-4954,-4038,-5540,-5878,-4773,-5360,-5242,-5755,-4493,-5443,-5636,-5695,-5711,-5780,-4231,-3820,-5303,-5208,-5042,-5123,-4242,-5990,-4005,-5207,-6546,-4082,-4367,-4708,-4929,-4820,-5854,-5029,-4605,-4802,-4398,-5589,-4601,-4779,-2955,-5031,-3563,-3769,-3959,-4338,-3053,-2820,-3675,-3414,-2662,-2720,-2151,-1874,-1060,-1921,-634,-1098,-61,451,386,2778,3252,3942,5145,5313,6743,9521,10440,12527,13800,16648,19804,23553,24502,29597,33407,37078,42865,50018,54487,62083,69571,78315,88306,99145,110848,123658,138027,152961,170479,189946,209634,233956,257947,283053,310610,340430,370006,401853,435843,468681,502127,537424,569519,602399,630173,657314,680050,701522,718277,730880,743483,752729,759910,763699,769500,774374,779670,782882,785156,787620,789444,791964,794422,793486,796214,798847,798810,801180,800789,801597,802587,804306,804714,805957,805057,806043,808262,809361,810181,810465,811844,810794,810856,812865,811601,812916,811874,812516,814069,814240,815126,813628,815939,815151,817054,817185,ConditionB,known28,m31,absent,N
-7640,-7490,-7604,-7362,-7122,-7182,-7130,-6746,-6913,-6765,-6547,-6641,-6655,-6508,-6145,-6476,-6400,-6111,-5913,-5888,-5775,-5870,-5652,-5516,-5359,-5448,-5440,-5145,-4969,-4988,-4703,-4619,-4628,-4602,-4567,-4486,-4262,-4347,-3970,-3825,-3860,-3694,-3601,-3493,-3211,-2947,-3185,-3017,-2557,-2195,-2415,-2128,-1755,-1473,-1115,-972,-602,-113,197,537,1116,1566,2245,2911,3310,4225,5000,5827,7075,7952,9134,10538,11741,13481,15016,17077,18882,21203,23879,26632,29960,33362,36824,40752,45434,50479,55918,61802,68404,75656,83601,92213,101958,112401,123647,136418,150374,165090,181095,198606,216296,237301,261292,285144,308777,338172,367597,400182,432633,467524,505587,542093,583659,627278,669033,714347,759853,804459,850175,894852,939411,984072,1023610,1065284,1103022,1139353,1172996,1203867,1233719,1258541,1280367,1301883,1323016,1337811,1351203,1363101,1375461,1383521,1393699,1400115,1405038,1409886,1417755,1420227,1427403,1431512,1435746,1437715,1440254,1442602,1445399,1447625,1451379,1454064,1459234,1457832,1462540,1462824,1465958,1466786,1468033,1467860,1474519,1473954,1472258,1475063,1478522,1478887,1479865,1483013,1482856,1483186,1485328,1488745,1488015,1488914,1489117,1490465,1492031,1494777,ConditionB,known29,m0,absent,N
-3354,-3053,-2844,-3036,-2688,-2477,-2685,-2746,-2786,-2289,-2351,-2299,-2112,-2083,-2121,-2102,-2031,-1739,-1804,-1813,-1592,-1595,-1408,-1371,-1313,-1083,-996,-1111,-999,-877,-696,-507,-465,-404,-270,100,-96,187,471,644,498,998,1414,1618,1834,2213,2138,2920,3257,3764,4290,4642,5323,5981,6900,7653,8591,9533,10612,12090,13680,15423,17073,19498,21724,24385,27434,30737,34483,38521,43420,48517,54314,61206,68598,77116,86587,97027,108878,122196,136510,153434,171265,191663,212806,239144,266762,297880,331490,369238,410973,454960,505094,557170,616034,678143,744114,811973,883662,956077,1027882,1103846,1174304,1242737,1302885,1356064,1398987,1433155,1460116,1478284,1493724,1503070,1514256,1522392,1529304,1533399,1538028,1541932,1548915,1550544,1555471,1559694,1561285,1564380,1564979,1568299,1569198,1571020,1573519,1575264,1577472,1580603,1580165,1582581,1582922,1585133,1584768,1584720,1588253,1587775,1588459,1590512,1589416,1589456,1592407,1593262,1591993,1593455,1594483,1594562,1593910,1593778,1597193,1597446,1597332,1597664,1598317,1597765,1598975,1598137,1599816,1600870,1601185,1597938,1597964,1601192,1599874,1600844,1601813,1601018,1602355,1602373,1602358,1601177,1602066,1603197,1604353,1603960,1603671,1604924,ConditionB,known29,m1,absent,N
-1299,-1166,-1430,-1101,-1086,-683,-964,-956,-809,-548,-667,-375,-515,-346,-246,-236,-374,-224,-68,309,148,495,207,144,522,745,558,848,815,737,870,1094,1081,1457,1305,1218,1910,1680,1754,1664,1936,1873,1831,2126,2551,2739,2990,2813,2973,3284,3765,3571,4164,4626,4867,5144,5326,6089,6393,6675,7094,8226,8602,9469,10182,11084,12146,12991,14311,15648,17080,18553,20624,22379,24756,27074,29905,32735,36004,39915,43786,48469,53158,58590,64550,70853,78599,86823,95513,104856,116581,127868,140392,154113,169791,186014,204146,224046,244813,268654,292897,319541,347873,377809,409669,444125,478017,517810,555990,596610,643097,687615,731679,779745,826255,873882,920034,965576,1012447,1055572,1092777,1132386,1165940,1200176,1228605,1255304,1277658,1296016,1312945,1330088,1340777,1348083,1359535,1368641,1377133,1382386,1386471,1395384,1399026,1405495,1407769,1413493,1417402,1422849,1422574,1427527,1432660,1432944,1435202,1438200,1442478,1444370,1445938,1449887,1452053,1452742,1453575,1457957,1458676,1460960,1461288,1465087,1464468,1463942,1470039,1469246,1473085,1469896,1473029,1473070,1472778,1475201,1475267,1475868,1478859,1481570,1479398,1481172,1483695,1485400,ConditionB,known29,m2,absent,N
-2576,-3464,-2429,-2049,-1711,-620,-134,-93,355,895,1154,1812,1868,2843,3679,4038,4530,5046,5288,6109,5840,6915,7402,7582,8481,8947,9480,10204,10736,11308,11747,12350,12569,13161,13940,15112,15848,15721,16088,17532,18132,18661,19704,20498,21264,22521,23780,24933,25891,26818,28631,30081,31771,33176,34781,37022,39347,41411,43669,46214,49255,52500,56426,60269,63980,68659,73457,77738,83848,90742,97353,104343,112870,122243,132180,142651,153997,166476,180205,195866,212090,229234,248835,269312,292238,316620,343067,371141,401925,434775,468262,505621,543871,585899,628214,673781,719300,762421,813889,865866,917183,964436,1015258,1065678,1115807,1161686,1205054,1245170,1280710,1321998,1352943,1382598,1405918,1429051,1450219,1469288,1485870,1500501,1512807,1526436,1533228,1548350,1559323,1569453,1574401,1587160,1591435,1599811,1607263,1617127,1621506,1628364,1635235,1643654,1646179,1652019,1657307,1664601,1666129,1670660,1671226,1681006,1685331,1686332,1687895,1694357,1698953,1697736,1703070,1704519,1708120,1712317,1713531,1719585,1719869,1722414,1728878,1729948,1728673,1731683,1735114,1730984,1742770,1740740,1745805,1745230,1746736,1749237,1747658,1754040,1751894,1753779,1753993,1754132,1754719,1766943,1763077,1762980,1767731,1769985,ConditionB,known29,m3,absent,N
-2418,-2553,-2293,-1960,-1235,-2530,-1897,-1021,-2071,-1950,-1595,-1033,-1797,-2233,-1992,-2113,-802,-1235,-425,-558,-1502,-773,-32,-762,-1367,-780,-950,239,140,304,-401,364,735,295,-294,-550,1267,1538,1472,805,1527,490,2894,1140,2095,1827,1719,2408,1311,1867,3040,2453,1708,3837,5343,3837,3143,2996,5083,5535,4374,4221,4303,5241,5905,6207,5831,7612,8640,8716,9523,9796,11111,12212,13401,14762,17303,18334,16979,19946,21737,23406,26298,27935,30417,34206,36665,41048,45401,48346,53598,58074,62712,70888,76203,85041,91510,100397,110573,120223,132235,144919,158371,170543,185679,201338,219648,237457,258814,280664,303452,327679,353569,378224,408649,437141,466751,496714,528997,561329,594387,629567,664524,698256,734334,768696,803909,840253,874307,907356,939364,969726,998291,1029875,1055818,1082179,1107236,1129536,1149203,1172962,1190110,1208832,1223063,1238911,1251144,1264149,1277559,1285863,1297229,1304342,1312516,1321334,1326443,1330154,1338794,1342400,1347400,1350729,1355183,1356964,1361314,1365900,1367706,1371227,1375223,1377278,1376151,1382152,1382380,1382820,1386397,1387183,1390382,1388060,1393019,1393804,1394420,1393981,1396958,1395826,ConditionB,known29,m4,absent,N
7413,7772,8173,7801,8397,9285,9368,9739,9811,10434,10915,11652,12390,13228,14431,15616,16094,17615,18839,20664,22253,23471,26288,28703,31400,34636,37995,42667,47001,52267,57456,64029,71199,79849,88953,99637,111187,124352,139196,156083,174618,195883,219352,245999,275302,308136,344158,384332,428895,477602,530521,584258,644607,710011,776017,847267,920708,987516,1049492,1103028,1146117,1177232,1194596,1212815,1224497,1232842,1240307,1246158,1250999,1257156,1262921,1267491,1270536,1275161,1275888,1281104,1286694,1285566,1287116,1292258,1291844,1295696,1296506,1301161,1299608,1300782,1306016,1303427,1306155,1307136,1307283,1306478,1311381,1310510,1310349,1312439,1313866,1314431,1314102,1316155,1319170,1318551,1316559,1315608,1317961,1318266,1323132,1324415,1321272,1322060,1324659,1323992,1325519,1325341,1323405,1327984,1327298,1326308,1329563,1327427,1331372,1325433,1329288,1331893,1330982,1330871,1331351,1333749,1336042,1336319,1332656,1333643,1338004,1337158,1337235,1335919,1337981,1342042,1339605,1342395,1340450,1341401,1343547,1341780,1342593,1343118,1343481,1343036,1345021,1346814,1345576,1346669,1349610,1349956,1353591,1349801,1353632,1350312,1350910,1349588,1349514,1351964,1352929,1353673,1353777,1357038,1356295,1357267,1354782,1355630,1359844,1358227,1357305,1357130,1356605,1359108,1359771,1357843,1358856,1358977,ConditionB,known29,m5,present,N
-6824,-6869,-5784,-6172,-5938,-5228,-5346,-4721,-4135,-3395,-2898,-2742,-2055,-2270,-1555,-1037,-670,-381,-184,598,803,645,1467,1889,2110,2409,2793,3190,3270,4026,4146,4539,5215,5759,5483,6220,6534,6617,6762,7311,7539,7863,8181,8481,8582,8987,9289,9572,10301,10614,10582,10966,10802,11402,11407,11345,12159,12445,12736,13315,13392,13639,13358,13771,14095,14803,14849,14757,14968,14614,14433,15273,15279,16194,16142,16069,16826,17056,17219,17343,17099,18090,17828,18283,18934,19112,18386,19160,20133,20149,19739,20412,21248,20708,21797,21931,21949,21606,22641,23292,24123,23687,24362,25169,26213,25834,26818,27263,28620,28702,30014,29401,30932,31118,31914,32159,32565,33653,33997,35025,35103,36230,36122,37374,37938,38853,38796,40258,40381,42064,42502,44008,44427,45092,45978,46350,47762,48819,49845,51076,52094,53564,53758,55474,55995,56948,58547,59785,60828,61869,63402,64354,65164,66058,67377,68058,69941,70747,72417,73014,74754,75265,76144,77503,79142,80207,80958,82429,83135,84126,85482,87171,87500,88696,89761,90890,91247,93862,94408,95635,ConditionB,known29,m6,absent,N
-9347,-9390,-9027,-9082,-8784,-8997,-9238,-8834,-8595,-9206,-9019,-8560,-9232,-8950,-8447,-8502,-8392,-8084,-7956,-8349,-8635,-8040,-8137,-8651,-7768,-8519,-8403,-8287,-8032,-8703,-7793,-8180,-8665,-8286,-7872,-7914,-8045,-7942,-7670,-7480,-7640,-7758,-7683,-7839,-7543,-7467,-7529,-7298,-7138,-7306,-7335,-6936,-7001,-6935,-6770,-6541,-6572,-6781,-6685,-6569,-6365,-5842,-5758,-5487,-5104,-5523,-4912,-5356,-4612,-5046,-4016,-3716,-3258,-2708,-2871,-2173,-2025,-1154,-268,320,805,1337,2367,3530,5067,6203,7017,8440,10300,12706,14574,16414,18993,21293,24680,27441,30940,35694,38844,44276,48872,54758,60829,67600,74411,82468,91563,99770,110145,120514,132237,144217,157030,171064,185814,201681,216684,232982,249844,266653,284895,302996,319459,337410,352991,369614,383772,396895,407944,417872,426392,432868,438018,443455,446264,450282,452265,455518,458850,460667,462398,463791,465677,467411,468855,470001,471118,472584,473275,475041,475719,476300,477769,478917,479150,480791,480704,481700,482022,482933,483803,485171,484320,484564,484880,485993,486607,487210,488057,488607,489134,488647,488203,489000,489555,490991,491285,492233,491986,492590,ConditionB,known29,m7,absent,N
554,1699,-166,987,354,-181,1472,-138,1507,813,3227,1781,597,1524,2412,1183,1179,1111,1216,1908,1654,1931,2955,2540,1621,1381,1771,1915,823,2222,1961,2671,1496,2256,1851,2527,550,1697,518,3130,2762,1588,2665,2836,1771,2218,2177,2856,3237,2971,2990,3206,2258,3180,2066,4506,2843,2712,3243,3762,2945,3694,5103,3571,2761,4032,4023,3319,5488,6591,5845,6300,6638,6930,7250,7947,6668,8374,8058,9354,10666,11033,10275,12734,13813,16373,13423,15074,15089,17935,17940,19507,18352,20635,22212,23403,23981,25237,25908,27729,30763,31641,32532,35965,39810,41031,45623,47861,50428,53144,58274,62264,65832,72045,77609,83183,89339,96093,104359,112186,121261,129497,139080,148707,157440,170108,184725,195123,208932,222758,238867,254357,270761,287798,306066,322204,340531,357466,374476,393325,413492,430078,446426,465854,481904,496954,511316,526603,541118,550211,563638,575169,585078,591475,599886,606481,615636,618685,623853,629885,633377,636942,642003,641884,644279,644422,650922,652097,652353,654467,657565,659959,659700,663700,663257,665216,666727,670694,669213,669131,ConditionB,known29,m8,absent,N
5508,5756,5341,5378,5816,5792,6101,6201,6221,6382,6372,6317,6585,6534,6670,7158,6808,7457,7381,7403,7451,7399,7764,7908,8020,7963,8055,8638,8052,8525,8717,8784,9128,8914,8979,9158,9483,9671,9799,10022,10042,10308,10404,10834,10740,11200,11557,12036,12037,12420,12979,13496,13657,14309,15122,15481,16247,17384,17927,18745,19984,21528,22777,24056,25644,28159,29684,32155,34839,37641,40786,44882,49109,53919,58729,64442,71103,78595,86475,95643,105821,117595,130046,144350,159830,178220,198709,220986,245382,273384,304049,338420,376428,417941,464758,516181,572579,633844,703389,777464,859299,943176,1035701,1131387,1232041,1332162,1432182,1532863,1626920,1711285,1791457,1854710,1907502,1943505,1971759,1997977,2012267,2024889,2039278,2049608,2061053,2068183,2077252,2081881,2090193,2095784,2100147,2107934,2113621,2117942,2121070,2122608,2127129,2130462,2134859,2136525,2140680,2142170,2148214,2151503,2149605,2152832,2157054,2156296,2157367,2161258,2163752,2166083,2164793,2168449,2168390,2170529,2169826,2173621,2173995,2177580,2178664,2179414,2178925,2179043,2180906,2181627,2180446,2184603,2182807,2182735,2184118,2185504,2184372,2186614,2188590,2186157,2190447,2191878,2184891,2192378,2190017,2191818,2191606,2188969,ConditionB,known29,m9,absent,N
1144,1188,1121,1166,821,1217,1153,1257,1147,1218,1331,1059,1769,1408,1219,1271,1480,1229,1383,1441,1565,1602,1497,1587,1545,2078,1788,1712,2006,1819,2070,1766,1951,2172,2142,2250,2079,2225,2068,2461,2412,2311,2617,2372,2591,2190,2427,2512,2703,2543,2512,2764,2995,3099,2795,3061,3175,3588,3253,3567,3617,3728,3554,3716,4201,4150,4150,4278,4259,4655,4618,5010,5244,5588,6058,5927,6291,6692,7428,8150,8344,9083,9932,10710,11095,12505,13227,14663,16045,17377,19353,21475,22775,25129,27738,30457,33266,36846,40742,44623,48790,53500,59419,64942,70803,77888,84943,92642,101649,109837,119657,129037,139280,149899,160759,172608,184407,196613,207945,220383,232932,244625,256999,267831,279062,290413,300404,310190,317399,324707,333576,340451,346940,351605,356217,362897,365581,371340,375193,376767,379223,380774,382217,383486,385475,386966,387214,389451,391891,392353,395041,394460,395202,396648,399428,397356,397624,398923,401196,401665,401695,404170,403033,405513,404996,406175,406117,407484,406134,406233,408724,409743,408584,409823,408929,410152,411773,411783,412539,412912,ConditionB,known29,m10,absent,N
-5924,-4807,-4730,-4618,-3484,-4053,-3715,-3099,-3808,-2615,-2084,-1472,-1338,-1542,-1161,-770,-800,-192,383,880,1093,1125,1380,1604,2136,2294,2772,2868,3069,3549,3696,4679,5013,4762,5007,5469,6601,6370,6381,7007,7084,7324,7483,8303,8661,9360,9680,10604,10482,10647,11116,12121,12060,13337,14188,14185,15054,15959,16783,17504,18426,19376,20656,21525,23327,24253,26368,27808,29419,30380,33111,35067,38018,40857,43961,46584,50627,54320,58227,62856,67888,73173,79366,85949,92684,100662,109812,119104,128783,139692,152154,164746,179708,194775,211552,230224,249830,270156,292563,317322,342444,370979,399071,430539,463925,495682,530956,568154,605401,643854,682739,723336,759485,799178,833559,873451,905360,934982,963082,989565,1015926,1037592,1054882,1075103,1084029,1097158,1106779,1118925,1127675,1138921,1144065,1151131,1156712,1165167,1169470,1175054,1177913,1183392,1189194,1190950,1196411,1197165,1204424,1205843,1207286,1212065,1214540,1217926,1218503,1220534,1223619,1227829,1230147,1228960,1235463,1236464,1238819,1240019,1241096,1242553,1246493,1240987,1250602,1250867,1250724,1252507,1253824,1255070,1251786,1256169,1258471,1262975,1262485,1260682,1260093,1267698,1264166,1265439,1263568,1266620,ConditionB,known29,m11,absent,N
-8403,-7910,-8153,-7418,-7567,-7303,-6595,-6657,-6329,-6143,-5572,-5346,-5219,-4806,-4338,-3909,-3753,-3894,-2694,-2826,-2415,-1839,-2032,-1645,-1434,-1236,-530,-583,-220,193,155,676,1031,961,1441,1860,2033,2360,2397,2699,2902,3093,3173,3938,4139,3706,4802,4721,5485,5631,5581,6143,6472,6793,7234,7299,7872,8325,8889,9157,9917,10670,11376,11568,12913,13867,14514,15392,16494,17441,18999,20103,21458,23040,24478,26518,28012,30225,32556,35183,37556,40826,43525,47139,50287,54614,58870,63697,68209,73726,79927,85792,93376,101608,109410,118492,128844,138561,150552,162858,175417,189290,204272,218768,236829,254220,272345,291274,311579,332396,355338,376953,401910,426883,451153,474806,496748,521740,543862,571419,593509,616722,641176,663471,684907,705374,724298,744023,763616,779753,797603,812969,829214,842595,853141,866315,879900,891324,902667,910211,918421,926182,935412,945082,950771,956107,963556,968790,973981,981363,983279,989185,993241,996639,1002836,1005045,1006738,1011513,1015463,1018214,1020442,1022905,1024908,1030087,1030191,1032236,1035390,1035795,1040208,1038179,1043502,1045200,1045587,1047169,1048407,1052682,1050765,1056156,1057385,1058636,ConditionB,known29,m12,absent,N
-9785,-9764,-9247,-9629,-8927,-9034,-9131,-8732,-8713,-8596,-8995,-8593,-8466,-8327,-7929,-7838,-7866,-7481,-7326,-6936,-6717,-6718,-6086,-5984,-5727,-5359,-5006,-4488,-3603,-3306,-2646,-2106,-1269,-319,379,1173,2353,3943,4943,6297,7639,9500,11062,13511,15184,17284,20570,23274,26551,30315,33828,38247,42863,48125,53723,59637,66697,74111,82515,90590,100183,110450,122299,134192,147473,161147,175526,192167,207617,224329,241577,259529,276402,291949,307933,321507,333810,343948,351275,357912,363523,367958,371324,373613,376578,378519,380496,383363,382810,384700,386262,387596,388167,389506,390552,391039,391316,392856,394033,395267,396231,396342,397724,398282,398482,399900,400602,400998,402050,402836,404496,404888,405079,406139,406914,407552,411557,411158,411486,409295,412412,411704,414595,415190,412474,414556,416087,416229,416039,417656,416752,418148,418726,418955,419828,418724,420868,418346,420724,420461,421972,421181,422623,419870,423012,422179,422533,423347,421522,422745,423673,425063,422938,424455,423828,426198,424515,427362,425917,424134,425380,424601,424255,426424,426945,427550,428845,427112,425888,426699,426601,427540,427105,427191,426628,426293,425699,427567,427182,426495,ConditionB,known29,m13,present,N
-394,-273,-276,-211,-90,-40,269,149,-366,230,204,-36,142,382,433,581,608,937,703,1059,800,753,798,861,772,1180,1414,1161,1074,1257,1390,1574,1648,1431,1363,1272,1637,1632,1858,1921,1831,2266,2251,2445,2173,2161,2176,2624,2644,2518,2892,2891,3310,3348,3252,3488,3563,3420,4248,3956,4386,4931,4494,4859,4746,5353,5862,6187,6647,7033,7228,7741,8668,9249,9818,10560,11206,12125,13204,14361,15334,17177,18368,20060,21916,24042,26144,29298,31717,34869,38182,41643,46518,51422,56674,62690,69053,76460,84232,92752,102160,112911,124594,137731,151825,167738,184873,203386,223776,245918,269995,296360,323627,354042,385522,419773,455183,491972,533300,576969,620284,665448,712672,760335,807488,856739,904778,951510,997928,1036020,1075391,1112537,1137217,1164061,1182050,1196723,1212183,1224277,1231968,1241049,1246383,1253803,1262577,1267879,1271376,1276159,1284935,1284842,1290260,1294352,1295049,1299863,1305195,1307875,1310135,1312107,1317854,1318286,1321634,1321512,1323079,1323333,1329380,1330096,1333010,1333570,1335827,1337260,1338579,1338206,1342298,1343735,1342563,1344641,1347488,1348795,1351404,1350920,1351928,1351871,ConditionB,known29,m14,absent,N
-20,334,470,705,1092,971,1916,1919,2301,2865,2659,2833,3408,3736,4284,4626,4879,4918,4942,5406,6239,5971,6441,6535,7092,7111,7993,7160,8185,7988,8400,9118,9261,9627,9911,10182,10302,10708,10996,11379,11326,11944,11983,12651,12484,13027,13491,13306,13938,13803,14475,14766,14778,15476,15635,15861,16558,16498,16242,16592,17529,17811,18416,19091,19415,19393,20125,20370,21607,21936,21927,22829,23266,24312,24691,25736,26580,27756,28584,30194,30686,32162,34032,35575,36869,39268,41862,43484,46393,49515,53032,55911,60254,64379,68632,73410,78658,84743,90642,97699,105576,113017,121669,131015,141569,150721,162213,172871,185422,198989,211723,225248,240297,254831,270904,287252,304426,321575,339066,356514,376155,394421,414238,433013,453474,472790,492146,511270,528803,547216,564056,581372,597500,611225,625577,637426,649361,659381,671185,678333,685645,695344,702765,706185,710532,713204,721561,722486,726291,728955,731022,734860,740972,741786,745778,746466,748892,752417,755815,757079,761557,763008,765005,767114,768135,769339,771397,774974,775058,778896,778371,780443,782400,786544,786718,786885,787989,791761,791703,793634,ConditionB,known29,m15,absent,N
-3934,-4016,-2813,-2516,-1857,-1021,-819,235,930,817,1995,2261,2996,2828,3647,4312,4726,5716,6561,7387,6639,7750,9033,8947,9698,10233,10334,11277,11292,12237,12763,13243,14115,14122,15087,15563,15299,16356,17328,18105,18733,18604,19476,19876,21514,21086,21885,22406,23519,23823,24724,25329,26196,26952,28422,29163,30264,32046,33021,34778,35721,36930,38465,41113,42432,44854,46728,49901,51384,54963,58428,61070,65376,70291,74408,80249,86257,92804,100138,106971,116177,124939,134970,146660,159363,173024,187089,221643,240597,264681,286131,311077,338206,368601,402224,436777,475405,517779,561184,606371,656544,708203,762293,818266,876499,935835,998234,1057293,1121280,1184171,1247491,1310523,1369532,1423454,1478948,1531481,1573502,1618125,1655916,1688724,1720689,1743028,1768988,1789913,1831134,1848142,1867109,1877406,1893367,1905374,1915464,1922397,1925665,1937614,1941842,1950982,1954248,1962345,1964613,1968072,1971394,1972710,1981539,1985384,1988711,1991267,1996318,1999051,1998397,2003045,2004410,2011796,2011019,2016458,2015437,2021115,2022305,2024453,2024436,2029836,2029461,2030610,2037526,2032883,2039776,2041744,2040730,2047538,2047790,2047877,2048931,2050528,2050429,2049310,2052064,2054381,2055218,2051566,2059879,2061120,ConditionB,known29,m16,absent,N
2965,2798,3088,3001,3121,3365,3532,3157,3425,3373,3600,3697,3565,3444,3799,3630,3758,4066,3727,3840,3641,3991,4276,4079,4230,4418,4040,4430,3957,4220,4458,4547,4511,4446,4277,4678,4609,4972,4596,4865,4849,4975,5104,4947,5276,5312,5360,5375,5499,5331,5559,5421,5318,5600,5731,5771,5923,6216,6105,6101,6623,6375,6847,6930,7193,6987,7443,7297,7507,8020,7880,8720,8740,9106,9560,9741,10425,11203,11240,11838,12463,13103,14079,15158,15822,17524,18170,19499,21416,22550,24607,26861,29014,31434,33928,36862,40155,43696,47747,52165,56729,61686,67097,73054,79361,86385,93899,102098,109547,119153,128164,138348,148713,159364,170642,183504,195574,209299,222860,236445,250755,265202,280261,295628,310508,325872,341253,355431,368595,384235,398437,409961,423031,432293,445336,454037,464196,473104,479846,486328,493035,497944,502756,508765,511781,513924,519896,522585,525827,525670,527753,530819,531876,534198,536135,537138,539833,538642,539853,543936,544357,547229,546122,547226,548311,549962,550034,553224,553368,552650,554028,556127,557270,557783,558973,560100,559592,561991,561854,562733,ConditionB,known29,m17,absent,N
4375,4750,4244,4407,4799,4859,4471,4615,4704,4980,4588,4387,4630,5033,4465,4510,4839,4657,4510,4751,4690,4887,4558,4952,5349,4789,5000,4872,5030,5079,5282,5143,5184,5313,5004,5259,5641,5106,5296,5620,5265,5543,5229,5627,5487,5545,5173,5747,6305,5555,5704,5698,5496,6012,5434,5930,5753,6010,6325,5759,5974,6234,6497,6154,6801,6485,6769,6827,6989,7240,7305,7558,7892,7742,8068,8325,8590,9305,9370,9895,10366,10343,11526,11726,12023,13265,13665,14209,15522,15960,17411,17867,19134,20644,22111,22939,24368,25967,27940,29524,31685,33521,35860,38270,40729,43777,46826,49878,53120,57231,61162,65507,70190,75471,80353,85731,92191,97933,104866,111489,118809,126845,133998,142130,150978,159238,168599,178204,187011,196390,205446,214751,223957,232651,240710,249162,255858,262507,269149,274725,279745,284311,288164,291544,294582,297198,299108,300915,302659,303915,305790,307465,308342,310143,310499,310892,311470,312945,314472,311615,315963,314897,317139,318572,317482,317722,319900,319781,321719,321700,320396,322486,323869,324405,324572,324374,325172,325849,325592,327194,ConditionB,known29,m18,absent,N
-6720,-6824,-6339,-5816,-6599,-6150,-6445,-6348,-6473,-6248,-5998,-6279,-5998,-6348,-6314,-6426,-6408,-5837,-6070,-5696,-5632,-5974,-5723,-5613,-5202,-5456,-5302,-5216,-5229,-5646,-5498,-5461,-4599,-5177,-4895,-4729,-4559,-4602,-5241,-4102,-4560,-4347,-4083,-4479,-4338,-3938,-4182,-3603,-3923,-3399,-2547,-3100,-2612,-2430,-2013,-1840,-1454,-1343,-1309,-403,358,471,1787,1959,2645,3427,4285,5429,6007,7190,8262,9886,11403,12777,15085,17547,19289,21681,24590,27665,30923,34593,38931,43436,48220,54727,59910,66605,74028,82464,91066,100739,111661,124232,135079,148979,163995,179731,197494,214774,232877,251627,271431,290414,308774,326855,342839,357280,369061,377790,385505,392413,396773,400521,405491,407130,411153,412715,415601,418512,420499,421823,423406,426449,426988,427490,429657,432277,433265,432216,433457,434963,437250,437340,435940,436673,437390,437967,439732,441763,442432,440088,441555,440625,440911,441128,441698,441708,440263,441816,441616,442417,443763,441071,441481,442164,441920,442889,442176,441701,439719,440776,440107,440342,441413,441395,438825,439437,440122,440851,442753,439842,441790,441161,442476,440535,441905,441825,441664,440978,ConditionB,known29,m19,absent,N
